tournament_id,map_name,started,event_type,damage_causer_name,damage_reason,damage_type_category
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapSKS_C,TorsoShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapHK416_C,TorsoShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapSCAR-L_C,TorsoShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapBerylM762_C,TorsoShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapBerylM762_C,PelvisShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapBerylM762_C,TorsoShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapBerylM762_C,HeadShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapBerylM762_C,TorsoShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapSCAR-L_C,TorsoShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapBerylM762_C,TorsoShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,ProjGrenade_C,NonSpecific,Damage_Explosion_Grenade
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapFNFal_C,LegShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapHK416_C,PelvisShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapMini14_C,PelvisShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapBerylM762_C,HeadShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapSCAR-L_C,TorsoShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapMk14_C,ArmShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapFNFal_C,TorsoShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapSCAR-L_C,TorsoShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapFNFal_C,TorsoShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapBerylM762_C,TorsoShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapHK416_C,TorsoShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapFNFal_C,PelvisShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapMk14_C,TorsoShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapFNFal_C,TorsoShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapMk14_C,HeadShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapBerylM762_C,HeadShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapBerylM762_C,PelvisShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapMini14_C,PelvisShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapMini14_C,HeadShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapMini14_C,TorsoShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,ProjGrenade_C,NonSpecific,Damage_Explosion_Grenade
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapBerylM762_C,HeadShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,BP_MolotovFireDebuff_C,NonSpecific,Damage_Molotov
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapBerylM762_C,TorsoShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapSKS_C,TorsoShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapBerylM762_C,HeadShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,ProjGrenade_C,NonSpecific,Damage_Explosion_Grenade
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapFNFal_C,TorsoShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,PlayerMale_A_C,None,Damage_Groggy
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,ProjGrenade_C,NonSpecific,Damage_Explosion_Grenade
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapBerylM762_C,PelvisShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapMini14_C,TorsoShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapBerylM762_C,PelvisShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,BattleRoyaleModeController_Def_C,NonSpecific,Damage_BlueZone
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapMini14_C,PelvisShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapBerylM762_C,TorsoShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapBerylM762_C,HeadShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapFNFal_C,PelvisShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,BP_MolotovFireDebuff_C,NonSpecific,Damage_Molotov
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapFNFal_C,TorsoShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapSKS_C,HeadShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapFNFal_C,LegShot,Damage_Gun
eu-pcs3gf,Erangel (Remastered),2020-11-21T19:56:39.7163447Z,LogPlayerKill,WeapFNFal_C,TorsoShot,Damage_Gun
eu-pcs3gf,Miramar,2020-11-21T18:22:02.4952302Z,LogPlayerKill,WeapBerylM762_C,LegShot,Damage_Gun
eu-pcs3gf,Miramar,2020-11-21T18:22:02.4952302Z,LogPlayerKill,WeapSKS_C,PelvisShot,Damage_Gun
eu-pcs3gf,Miramar,2020-11-21T18:22:02.4952302Z,LogPlayerKill,WeapMini14_C,HeadShot,Damage_Gun
eu-pcs3gf,Miramar,2020-11-21T18:22:02.4952302Z,LogPlayerKill,WeapBerylM762_C,TorsoShot,Damage_Gun
eu-pcs3gf,Miramar,2020-11-21T18:22:02.4952302Z,LogPlayerKill,WeapMini14_C,TorsoShot,Damage_Gun
eu-pcs3gf,Miramar,2020-11-21T18:22:02.4952302Z,LogPlayerKill,PlayerMale_A_C,None,Damage_Groggy
eu-pcs3gf,Miramar,2020-11-21T18:22:02.4952302Z,LogPlayerKill,PlayerMale_A_C,None,Damage_Groggy
eu-pcs3gf,Miramar,2020-11-21T18:22:02.4952302Z,LogPlayerKill,WeapFNFal_C,HeadShot,Damage_Gun
eu-pcs3gf,Miramar,2020-11-21T18:22:02.4952302Z,LogPlayerKill,WeapFNFal_C,LegShot,Damage_Gun
