,map_name,started,weap_name,d_reason,d_category
0,Miramar,2020-11-20T11:02:33.1114395Z,WeapBerylM762_C,TorsoShot,Damage_Gun
1,Miramar,2020-11-20T11:02:33.1114395Z,WeapAUG_C,TorsoShot,Damage_Gun
2,Miramar,2020-11-20T11:02:33.1114395Z,PlayerFemale_A_C,None,Damage_Groggy
3,Miramar,2020-11-20T11:02:33.1114395Z,PlayerMale_A_C,None,Damage_Groggy
4,Miramar,2020-11-20T11:02:33.1114395Z,PlayerFemale_A_C,None,Damage_Groggy
5,Miramar,2020-11-20T11:02:33.1114395Z,WeapBerylM762_C,TorsoShot,Damage_Gun
6,Miramar,2020-11-20T11:02:33.1114395Z,WeapMini14_C,PelvisShot,Damage_Gun
7,Miramar,2020-11-20T11:02:33.1114395Z,WeapFNFal_C,TorsoShot,Damage_Gun
8,Miramar,2020-11-20T11:02:33.1114395Z,WeapHK416_C,HeadShot,Damage_Gun
9,Miramar,2020-11-20T11:02:33.1114395Z,WeapHK416_C,TorsoShot,Damage_Gun
10,Miramar,2020-11-20T11:02:33.1114395Z,PlayerFemale_A_C,None,Damage_Groggy
11,Miramar,2020-11-20T11:02:33.1114395Z,PlayerFemale_A_C,None,Damage_Groggy
12,Miramar,2020-11-20T11:02:33.1114395Z,PlayerFemale_A_C,None,Damage_Groggy
13,Miramar,2020-11-20T11:02:33.1114395Z,WeapBerylM762_C,LegShot,Damage_Gun
14,Miramar,2020-11-20T11:02:33.1114395Z,WeapBerylM762_C,HeadShot,Damage_Gun
15,Miramar,2020-11-20T11:02:33.1114395Z,WeapBerylM762_C,TorsoShot,Damage_Gun
16,Miramar,2020-11-20T11:02:33.1114395Z,PlayerFemale_A_C,None,Damage_Groggy
17,Miramar,2020-11-20T11:02:33.1114395Z,PlayerMale_A_C,None,Damage_Groggy
18,Miramar,2020-11-20T11:02:33.1114395Z,WeapFNFal_C,LegShot,Damage_Gun
19,Miramar,2020-11-20T11:02:33.1114395Z,PlayerFemale_A_C,None,Damage_Groggy
20,Miramar,2020-11-20T11:02:33.1114395Z,BattleRoyaleModeController_Desert_C,NonSpecific,Damage_BlueZone
