,map_name,started,weap_name,d_reason,d_category
0,Erangel (Remastered),2020-10-15T18:32:01.9949982Z,WeapAK47_C,TorsoShot,Damage_Gun
1,Erangel (Remastered),2020-10-15T18:32:01.9949982Z,WeapWinchester_C,TorsoShot,Damage_Gun
2,Erangel (Remastered),2020-10-15T18:32:01.9949982Z,PlayerFemale_A_C,None,Damage_Groggy
3,Erangel (Remastered),2020-10-15T18:32:01.9949982Z,PlayerFemale_A_C,None,Damage_Groggy
4,Erangel (Remastered),2020-10-15T18:32:01.9949982Z,ProjGrenade_C,NonSpecific,Damage_Explosion_Grenade
5,Erangel (Remastered),2020-10-15T18:32:01.9949982Z,PlayerMale_A_C,None,Damage_Groggy
6,Erangel (Remastered),2020-10-15T18:32:01.9949982Z,WeapFNFal_C,PelvisShot,Damage_Gun
7,Erangel (Remastered),2020-10-15T18:32:01.9949982Z,WeapMini14_C,LegShot,Damage_Gun
8,Erangel (Remastered),2020-10-15T18:32:01.9949982Z,Uaz_B_01_C,NonSpecific,Damage_VehicleHit
9,Erangel (Remastered),2020-10-15T18:32:01.9949982Z,WeapMini14_C,HeadShot,Damage_Gun
10,Erangel (Remastered),2020-10-15T18:32:01.9949982Z,WeapMini14_C,LegShot,Damage_Gun
11,Erangel (Remastered),2020-10-15T18:32:01.9949982Z,WeapBerylM762_C,TorsoShot,Damage_Gun
12,Erangel (Remastered),2020-10-15T18:32:01.9949982Z,WeapMini14_C,PelvisShot,Damage_Gun
13,Erangel (Remastered),2020-10-15T18:32:01.9949982Z,WeapHK416_C,LegShot,Damage_Gun
14,Erangel (Remastered),2020-10-15T18:32:01.9949982Z,WeapMini14_C,PelvisShot,Damage_Gun
15,Erangel (Remastered),2020-10-15T18:32:01.9949982Z,WeapSKS_C,TorsoShot,Damage_Gun
16,Erangel (Remastered),2020-10-15T18:32:01.9949982Z,WeapBerylM762_C,TorsoShot,Damage_Gun
17,Erangel (Remastered),2020-10-15T18:32:01.9949982Z,PlayerMale_A_C,None,Damage_Groggy
18,Erangel (Remastered),2020-10-15T18:32:01.9949982Z,WeapHK416_C,ArmShot,Damage_Gun
19,Erangel (Remastered),2020-10-15T18:32:01.9949982Z,WeapSKS_C,TorsoShot,Damage_Gun
20,Erangel (Remastered),2020-10-15T18:32:01.9949982Z,WeapHK416_C,LegShot,Damage_Gun
21,Erangel (Remastered),2020-10-15T18:32:01.9949982Z,WeapMini14_C,PelvisShot,Damage_Gun
22,Erangel (Remastered),2020-10-15T18:32:01.9949982Z,WeapFNFal_C,TorsoShot,Damage_Gun
23,Erangel (Remastered),2020-10-15T18:32:01.9949982Z,WeapBerylM762_C,TorsoShot,Damage_Gun
24,Erangel (Remastered),2020-10-15T18:32:01.9949982Z,WeapFNFal_C,LegShot,Damage_Gun
25,Erangel (Remastered),2020-10-15T18:32:01.9949982Z,WeapFNFal_C,PelvisShot,Damage_Gun
26,Erangel (Remastered),2020-10-15T18:32:01.9949982Z,WeapMini14_C,TorsoShot,Damage_Gun
27,Erangel (Remastered),2020-10-15T18:32:01.9949982Z,PlayerFemale_A_C,None,Damage_Groggy
