,map_name,started,weap_name,d_reason,d_category
0,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapFNFal_C,TorsoShot,Damage_Gun
1,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapHK416_C,TorsoShot,Damage_Gun
2,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapHK416_C,TorsoShot,Damage_Gun
3,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapM16A4_C,TorsoShot,Damage_Gun
4,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapFNFal_C,TorsoShot,Damage_Gun
5,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapHK416_C,NonSpecific,Damage_Explosion_Vehicle
6,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapFNFal_C,TorsoShot,Damage_Gun
7,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapMini14_C,PelvisShot,Damage_Gun
8,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapFNFal_C,TorsoShot,Damage_Gun
9,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapFNFal_C,PelvisShot,Damage_Gun
10,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapFNFal_C,HeadShot,Damage_Gun
11,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapHK416_C,TorsoShot,Damage_Gun
12,Erangel (Remastered),2020-06-10T11:26:05.290429Z,PlayerFemale_A_C,None,Damage_Groggy
13,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapMini14_C,TorsoShot,Damage_Gun
14,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapMini14_C,HeadShot,Damage_Gun
15,Erangel (Remastered),2020-06-10T11:26:05.290429Z,PlayerMale_A_C,None,Damage_Groggy
16,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapMini14_C,HeadShot,Damage_Gun
17,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapMini14_C,HeadShot,Damage_Gun
18,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapHK416_C,TorsoShot,Damage_Gun
19,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapHK416_C,TorsoShot,Damage_Gun
20,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapHK416_C,TorsoShot,Damage_Gun
21,Erangel (Remastered),2020-06-10T11:26:05.290429Z,PlayerFemale_A_C,None,Damage_Groggy
22,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapMini14_C,TorsoShot,Damage_Gun
23,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapFNFal_C,HeadShot,Damage_Gun
24,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapMini14_C,TorsoShot,Damage_Gun
25,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapHK416_C,HeadShot,Damage_Gun
26,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapFNFal_C,ArmShot,Damage_Gun
27,Erangel (Remastered),2020-06-10T11:26:05.290429Z,BattleRoyaleModeController_Def_C,NonSpecific,Damage_BlueZone
28,Erangel (Remastered),2020-06-10T11:26:05.290429Z,ProjGrenade_C,NonSpecific,Damage_Explosion_Grenade
29,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapFNFal_C,HeadShot,Damage_Gun
30,Erangel (Remastered),2020-06-10T11:26:05.290429Z,PlayerFemale_A_C,None,Damage_Groggy
31,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapFNFal_C,TorsoShot,Damage_Gun
32,Erangel (Remastered),2020-06-10T11:26:05.290429Z,ProjGrenade_C,NonSpecific,Damage_Explosion_Grenade
33,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapSCAR-L_C,LegShot,Damage_Gun
34,Erangel (Remastered),2020-06-10T11:26:05.290429Z,PlayerFemale_A_C,None,Damage_Groggy
35,Erangel (Remastered),2020-06-10T11:26:05.290429Z,PlayerFemale_A_C,None,Damage_Groggy
36,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapSCAR-L_C,PelvisShot,Damage_Gun
37,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapHK416_C,TorsoShot,Damage_Gun
38,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapHK416_C,HeadShot,Damage_Gun
39,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapAK47_C,HeadShot,Damage_Gun
40,Erangel (Remastered),2020-06-10T11:26:05.290429Z,PlayerFemale_A_C,None,Damage_Groggy
41,Erangel (Remastered),2020-06-10T11:26:05.290429Z,PlayerFemale_A_C,None,Damage_Groggy
42,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapSKS_C,HeadShot,Damage_Gun
43,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapAK47_C,HeadShot,Damage_Gun
44,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapFNFal_C,HeadShot,Damage_Gun
45,Erangel (Remastered),2020-06-10T11:26:05.290429Z,ProjGrenade_C,NonSpecific,Damage_Explosion_Grenade
46,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapHK416_C,TorsoShot,Damage_Gun
47,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapFNFal_C,PelvisShot,Damage_Gun
48,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapFNFal_C,HeadShot,Damage_Gun
49,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapHK416_C,HeadShot,Damage_Gun
50,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapSCAR-L_C,LegShot,Damage_Gun
51,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapSCAR-L_C,LegShot,Damage_Gun
52,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapHK416_C,TorsoShot,Damage_Gun
53,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapMini14_C,HeadShot,Damage_Gun
54,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapFNFal_C,HeadShot,Damage_Gun
55,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapSCAR-L_C,TorsoShot,Damage_Gun
56,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapHK416_C,HeadShot,Damage_Gun
57,Erangel (Remastered),2020-06-10T11:26:05.290429Z,PlayerFemale_A_C,None,Damage_Groggy
58,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapSCAR-L_C,TorsoShot,Damage_Gun
59,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapAK47_C,PelvisShot,Damage_Gun
60,Erangel (Remastered),2020-06-10T11:26:05.290429Z,WeapHK416_C,TorsoShot,Damage_Gun
61,Miramar,2020-06-01T09:46:52.0393905Z,Buggy_A_05_C,NonSpecific,Damage_VehicleHit
62,Miramar,2020-06-01T09:46:52.0393905Z,WeapHK416_C,PelvisShot,Damage_Gun
